"","TargetID","adjp","coef"
"1","cg13869341",0.99949825626281,-0.341583452434287
"2","cg14008030",0.99949825626281,-0.405357977603833
"3","cg12045430",0.99949825626281,-0.342807320565964
"4","cg20826792",0.99949825626281,0.292796066695163
"5","cg00381604",0.99949825626281,-0.0467378839988021
"6","cg20253340",0.99949825626281,-0.132190189999825
"7","cg21870274",0.999858845606452,-0.000690515149447292
"8","cg03130891",0.99949825626281,0.0778821985186156
"9","cg24335620",0.99949825626281,-1.22069442419876
"10","cg16162899",0.99949825626281,0.615882232065439
"11","cg17149495",0.99949825626281,-0.3829746657112
"12","cg22802167",0.99949825626281,-0.340112952875792
"13","cg24669183",0.99949825626281,0.216475380480147
"14","cg17308840",0.99949825626281,0.0334547652779595
"15","cg17866181",0.99949825626281,-0.188360203467741
"16","cg08477687",0.99949825626281,0.190212728007704
"17","cg00645010",0.99949825626281,0.141020904381561
"18","cg15394630",0.99949825626281,0.262140983481067
"19","cg23917638",0.99949825626281,0.14202042764629
"20","cg18024856",0.99949825626281,-0.0583495229123156
"21","cg18761878",0.99949825626281,0.146845503968083
"22","cg27534567",0.99949825626281,0.079014241195085
"23","cg21996134",0.99949825626281,-0.119312414979155
"24","cg07264491",0.99949825626281,0.102825098070543
"25","cg15560884",0.99949825626281,-0.0727930419496047
"26","cg10037654",0.99949825626281,0.467095932016191
"27","cg14057946",0.99949825626281,0.288583123424702
"28","cg11422233",0.99949825626281,-0.0372018086339976
"29","cg16047670",0.99949825626281,0.0789227783599837
"30","cg18263059",0.99949825626281,-0.213587408628316
"31","cg01014490",0.99949825626281,0.540523203620694
"32","cg04231937",0.99949825626281,-0.303114958650023
"33","cg04496485",0.99949825626281,0.283881023744694
"34","cg17505339",0.99949825626281,-0.426356644053442
"35","cg09989996",0.99949825626281,0.0322737689745451
"36","cg11954957",0.99949825626281,-0.235452697384179
"37","cg01068023",0.99949825626281,-0.317937258813305
"38","cg08167039",0.99949825626281,-0.304683460940906
"39","cg20677962",0.99949825626281,-0.360691564419886
"40","cg06402284",0.99949825626281,-0.107131662518125
"41","cg24699430",0.99949825626281,0.107314054023656
"42","cg01551879",0.99949825626281,-0.0812874137340115
"43","cg22394869",0.99949825626281,-0.231529098139666
"44","cg02550592",0.99949825626281,-0.349254389004074
"45","cg03213877",0.99949825626281,0.110275035233273
"46","cg23803172",0.99949825626281,-0.00479506265820101
"47","cg19411932",0.99949825626281,-0.086317594107707
"48","cg20788133",0.99949825626281,-0.235551623910109
"49","cg08939496",0.99949825626281,0.1303369854955
"50","cg16736630",0.99949825626281,0.0672519391948164
"51","cg01793617",0.99949825626281,0.231072205493434
"52","cg09139287",0.99949825626281,0.500943661920482
"53","cg05662829",0.99949825626281,0.409118457424596
"54","cg22714517",0.99949825626281,0.236839971117088
"55","cg00168193",0.99949825626281,-0.564751428390644
"56","cg14280098",0.99949825626281,-0.16809446683588
"57","cg15903280",0.99949825626281,0.306018685652024
"58","cg04352959",0.99949825626281,0.0390505156380996
"59","cg08258224",0.242458266676422,1.17400904244045
"60","cg12285627",0.99949825626281,0.0402796451040409
"61","cg05898754",0.99949825626281,0.355324223876446
"62","cg03128332",0.99949825626281,0.19466164367251
"63","cg15994267",0.99949825626281,0.1893038889736
"64","cg16619049",0.99949825626281,0.113489362274067
"65","cg23100540",0.99949825626281,0.337503135977294
"66","cg20275697",0.998710051059515,-1.57478337710787
"67","cg05475702",0.99949825626281,-0.0418587708656903
"68","cg18147296",0.99949825626281,-0.136953855928188
"69","cg05597748",0.99949825626281,-0.0169222828913165
"70","cg00111697",0.99949825626281,0.103103974634302
"71","cg10988531",0.99949825626281,-0.283436485864918
"72","cg24373735",0.99949825626281,1.27736851541204
"73","cg13938959",0.99949825626281,-0.162260836104295
"74","cg12445832",0.99949825626281,-0.0158076993060861
"75","cg23999112",0.99949825626281,0.0425863853603964
"76","cg11527153",0.99949825626281,-0.0565173073402962
"77","cg27573606",0.99949825626281,0.038847449537818
"78","cg04195702",0.99949825626281,0.349758768715942
"79","cg01062849",0.99949825626281,-0.545651620171602
"80","cg08128007",0.99949825626281,-0.271388000240403
"81","cg23733394",0.999781735819676,-0.00419606542619962
"82","cg13371836",0.99949825626281,-0.170474248750487
"83","cg04407431",0.99949825626281,-0.261324093656399
"84","cg13565718",0.99949825626281,0.340194647768686
"85","cg01097950",0.99949825626281,0.142547459836884
"86","cg08900511",0.99949825626281,0.171471260397356
"87","cg04410003",0.99949825626281,0.196120139984311
"88","cg18762746",0.99949825626281,0.537397041603828
"89","cg12726839",0.99949825626281,0.826331672662697
"90","cg04364728",0.99949825626281,0.11763224920869
"91","cg05151709",0.99949825626281,0.041525629990119
"92","cg08546707",0.99949825626281,-0.109310474013745
"93","cg06154531",0.99949825626281,-0.624865458075557
