"","TargetID","adjp","coef"
"1","cg13869341",0.807279709547742,-0.472021017122751
"2","cg14008030",0.996235410356814,-0.00242852832677241
"3","cg12045430",0.982663793841826,0.029672821859623
"4","cg20826792",0.944764887691855,-0.0905176109929807
"5","cg00381604",0.812865498863995,0.16829843966804
"6","cg20253340",0.854648718531675,-0.192724888247535
"7","cg21870274",0.792331241327379,0.345330732323958
"8","cg03130891",0.674050541617091,0.579811057128186
"9","cg24335620",0.726657667637191,-0.406069993876128
"10","cg16162899",0.869106253221911,0.349407905109229
"11","cg17149495",0.83479186117133,-0.464332032719114
"12","cg22802167",0.79087153716208,0.323880192073038
"13","cg24669183",0.854517506494446,-0.19571061024662
"14","cg17308840",0.948092382335635,0.0463911518402853
"15","cg17866181",0.9900155503896,-0.0259224086986022
"16","cg08477687",0.773466798925717,0.400535098708321
"17","cg00645010",0.910690613272703,0.181787476883099
"18","cg15394630",0.925966554868238,0.132002788706524
"19","cg23917638",0.767632014408421,0.363718968921418
"20","cg18024856",0.946818663295524,-0.202040023633382
"21","cg18761878",0.912269733118595,0.106394172405654
"22","cg27534567",0.958361866830758,-0.143074445501408
"23","cg21996134",0.857349257806361,0.100444139076984
"24","cg07264491",0.988042769842685,-0.00916567334694863
"25","cg15560884",0.773706614378733,0.130866965803352
"26","cg10037654",0.975203650238099,0.0300418830791879
"27","cg14057946",0.959534897732782,0.036165533143501
"28","cg11422233",0.938049940011324,-0.0764530930668879
"29","cg16047670",0.94693574541016,-0.184474838504342
"30","cg18263059",0.918522839293195,-0.33074560515201
"31","cg01014490",0.919102873147473,-0.170367821075654
"32","cg04231937",0.999941252120944,-6.11398740500849e-05
"33","cg04496485",0.977773857776099,0.0382103569718265
"34","cg17505339",0.981358744215672,-0.0264735828061483
"35","cg09989996",0.94969590511969,-0.0323490886349375
"36","cg11954957",0.920500008352508,0.114687349262572
"37","cg01068023",0.773706614378733,-0.316053282499012
"38","cg08167039",0.938140809052727,0.0991051169633083
"39","cg20677962",0.826995829671464,-0.15668890113301
"40","cg06402284",0.58395391842524,0.428491615321971
"41","cg24699430",0.952646072596501,-0.0531616031409005
"42","cg01551879",0.927645207537739,-0.077279052746623
"43","cg22394869",0.913107775223513,-0.0914243305035509
"44","cg02550592",0.906895945172443,-0.190824782967498
"45","cg03213877",0.916484872064894,-0.102151037354202
