"","TargetID","adjp","coef","coef.hrs"
"1","cg13869341",0.646914471402562,-4.72926506705472e-05,-0.00283755904023283
"2","cg14008030",0.959560994129145,2.22314043347773e-06,0.000133388426008664
"3","cg12045430",0.839612125483713,-1.40889775284129e-05,-0.000845338651704776
"4","cg20826792",0.365325255578866,-3.16922657490448e-05,-0.00190153594494269
"5","cg00381604",0.974801755819764,2.7577577496633e-06,0.000165465464979798
"6","cg20253340",0.780893111277798,-1.74243790899872e-05,-0.00104546274539923
"7","cg21870274",0.956984418035843,-7.86419935269803e-06,-0.000471851961161882
"8","cg03130891",0.974801755819764,6.04230248513004e-06,0.000362538149107803
"9","cg24335620",0.745555940931354,-2.53687139555904e-05,-0.00152212283733542
"10","cg16162899",0.958473643348603,-1.07938708587007e-05,-0.000647632251522042
"11","cg17149495",0.692870639099522,-4.69955044327447e-05,-0.00281973026596468
"12","cg22802167",0.977293412720049,4.24241642167315e-06,0.000254544985300389
"13","cg24669183",0.65089315562871,-2.32039299109974e-05,-0.00139223579465984
"14","cg17308840",0.873408284701328,-6.3541991758519e-06,-0.000381251950551114
"15","cg17866181",0.622161523635322,-3.9595564711709e-05,-0.00237573388270254
"16","cg08477687",0.896438121495333,1.4704433250607e-05,0.000882265995036423
"17","cg00645010",0.916480881116495,1.14109673758204e-05,0.000684658042549224
"18","cg15394630",0.890096470746249,1.19413015288193e-05,0.000716478091729155
"19","cg23917638",0.829556250207412,1.95048492073724e-05,0.00117029095244234
"20","cg18024856",0.974801755819764,-8.31078471596137e-06,-0.000498647082957682
"21","cg18761878",0.99190994025001,1.02034241421647e-06,6.12205448529882e-05
"22","cg27534567",0.978932910865966,-5.30835716037848e-06,-0.000318501429622709
"23","cg21996134",0.822668877849717,8.27836797548532e-06,0.000496702078529119
"24","cg07264491",0.88424669229773,-5.09597654043918e-06,-0.000305758592426351
"25","cg15560884",0.893585272399685,-5.24709279664164e-06,-0.000314825567798499
"26","cg10037654",0.995947595800408,4.32712211995055e-07,2.59627327197033e-05
"27","cg14057946",0.849682691376778,-7.57718334047997e-06,-0.000454631000428798
"28","cg11422233",0.935489216951437,-5.58016695032126e-06,-0.000334810017019276
"29","cg16047670",0.749924302123044,-3.925308627183e-05,-0.0023551851763098
"30","cg18263059",0.772923941184187,-4.50628951573804e-05,-0.00270377370944283
"31","cg01014490",0.995761386861435,-1.1168706421897e-06,-6.70122385313821e-05
"32","cg04231937",0.956684052851459,-8.99826043956831e-06,-0.000539895626374099
"33","cg04496485",0.776556582039272,-1.80916129182543e-05,-0.00108549677509526
"34","cg17505339",0.978214573154025,-2.47514994232439e-06,-0.000148508996539463
"35","cg09989996",0.725898398809077,-7.23334949252657e-06,-0.000434000969551594
"36","cg11954957",0.743453933912328,1.68335502545138e-05,0.00101001301527083
"37","cg01068023",0.970957992932211,-5.06759756964957e-06,-0.000304055854178974
"38","cg08167039",0.951821432774299,6.24008903074107e-06,0.000374405341844464
"39","cg20677962",0.982474551009115,-1.87905008676526e-06,-0.000112743005205916
"40","cg06402284",0.996613769671473,5.65233923158715e-07,3.39140353895229e-05
"41","cg24699430",0.994483704991003,7.2196224488259e-07,4.33177346929554e-05
"42","cg01551879",0.956984418035843,-3.65339355265894e-06,-0.000219203613159536
"43","cg22394869",0.952563619854708,4.14248392414374e-06,0.000248549035448625
"44","cg02550592",0.977293412720049,4.15917488564635e-06,0.000249550493138781
"45","cg03213877",0.997873719959257,3.64565453775664e-07,2.18739272265399e-05
"46","cg23803172",0.849653314738353,7.74268538860799e-06,0.000464561123316479
"47","cg19411932",0.953310876643999,-3.55457081195213e-06,-0.000213274248717128
"48","cg20788133",0.998787546262155,3.07333646405793e-07,1.84400187843476e-05
"49","cg08939496",0.966951735371322,5.79193709200806e-06,0.000347516225520483
"50","cg16736630",0.895774764811167,-7.79007694235234e-06,-0.00046740461654114
"51","cg01793617",0.964804546587753,-2.65998714159275e-06,-0.000159599228495565
"52","cg09139287",0.807011515861296,2.30557062925885e-05,0.00138334237755531
"53","cg05662829",0.989805178496342,-2.08370587233851e-06,-0.000125022352340311
"54","cg22714517",0.977523180641023,3.15962214441268e-06,0.000189577328664761
"55","cg00168193",0.838963496732455,2.11144903523676e-05,0.00126686942114206
"56","cg14280098",0.976454531180452,3.02400221520428e-06,0.000181440132912257
"57","cg15903280",0.864313585633042,9.7019690836665e-06,0.00058211814501999
"58","cg04352959",0.984027801294913,1.87660209327597e-06,0.000112596125596558
"59","cg08258224",0.928544623448153,7.12594491835271e-06,0.000427556695101162
"60","cg12285627",0.866018170192355,-3.59688295146485e-06,-0.000215812977087891
"61","cg05898754",0.898894463933372,-5.65313600263749e-06,-0.000339188160158249
"62","cg03128332",0.917625461532766,-9.69472988969271e-06,-0.000581683793381562
"63","cg15994267",0.895774764811167,-4.80828564038147e-06,-0.000288497138422888
"64","cg16619049",0.813588745819888,2.51768917061032e-05,0.00151061350236619
"65","cg23100540",0.809026736080508,1.08124209411132e-05,0.00064874525646679
"66","cg20275697",0.809905515059855,-2.69469418329612e-05,-0.00161681650997767
