"","TargetID","adjp","coef","coef.hrs"
"1","cg13869341",0.712340121679824,-9.26193275797045e-05,-0.00555715965478227
"2","cg14008030",0.983650705512065,-2.59696506467996e-06,-0.000155817903880797
"3","cg12045430",0.795488866253678,-3.51600511075123e-05,-0.00210960306645074
"4","cg20826792",0.938281520137796,-1.77464779199928e-05,-0.00106478867519957
"5","cg00381604",0.946576795666119,-1.22714056291143e-05,-0.000736284337746856
"6","cg20253340",0.933261092411018,-1.91706787270384e-05,-0.0011502407236223
"7","cg21870274",0.997992064702276,1.29783811803898e-06,7.78702870823388e-05
"8","cg03130891",0.965489545671711,1.82239455500874e-05,0.00109343673300524
"9","cg24335620",0.736706020442671,-5.52656845443136e-05,-0.00331594107265882
"10","cg16162899",0.85279081952815,6.10593071225475e-05,0.00366355842735285
"11","cg17149495",0.987740185300576,-1.0191459883888e-05,-0.00061148759303328
"12","cg22802167",0.985846446496199,-7.19001128756966e-06,-0.000431400677254179
"13","cg24669183",0.811836865005781,-3.60753892696892e-05,-0.00216452335618135
"14","cg17308840",0.981128336825114,3.61200865654823e-06,0.000216720519392894
"15","cg17866181",0.9305659731125,-3.31093342218905e-05,-0.00198656005331343
"16","cg08477687",0.926368308933076,2.89432601498396e-05,0.00173659560899037
"17","cg00645010",0.930456959916864,2.42284016603105e-05,0.00145370409961863
"18","cg15394630",0.856915827800655,3.18624844468267e-05,0.0019117490668096
"19","cg23917638",0.805934067748515,4.49833244578479e-05,0.00269899946747088
"20","cg18024856",0.887931268548602,-5.96705060951732e-05,-0.00358023036571039
"21","cg18761878",0.943188660821033,1.30594614734704e-05,0.000783567688408224
"22","cg27534567",0.872456780209581,-5.36055284728961e-05,-0.00321633170837377
"23","cg21996134",0.877690264541282,1.47617724845043e-05,0.00088570634907026
"24","cg07264491",0.897021382520599,-1.12268640219781e-05,-0.000673611841318684
"25","cg15560884",0.987740185300576,-2.12037982444725e-06,-0.000127222789466835
"26","cg10037654",0.976761681497591,5.51160521145668e-06,0.000330696312687401
"27","cg14057946",0.9723264817024,4.9601023188957e-06,0.000297606139133742
"28","cg11422233",0.948779131865327,1.19336835412641e-05,0.000716021012475844
"29","cg16047670",0.990853180652968,-6.80971084784877e-06,-0.000408582650870926
"30","cg18263059",0.982251733266438,-1.67955264334111e-05,-0.00100773158600467
"31","cg01014490",0.961249416128708,-1.61237744759887e-05,-0.000967426468559322
"32","cg04231937",0.964193507093189,1.83814396089572e-05,0.00110288637653743
