"","TargetID","adjp","coef","coef.hrs"
"1","cg13869341",0.799478257536838,-0.000139679539775235,-0.00838077238651412
"2","cg14008030",0.909872040278361,1.65161437512462e-05,0.000990968625074774
"3","cg12045430",0.955004886758368,-2.33384179091833e-05,-0.001400305074551
"4","cg20826792",0.35790036785418,-0.000141234042213455,-0.00847404253280731
"5","cg00381604",0.911299196700482,2.93766745229988e-05,0.00176260047137993
"6","cg20253340",0.81708529277045,-6.1866194247954e-05,-0.00371197165487724
"7","cg21870274",0.917248164735612,-5.45734046942791e-05,-0.00327440428165675
"8","cg03130891",0.997100910816413,3.64681165211189e-06,0.000218808699126713
"9","cg24335620",0.878031363585011,-6.45206687092603e-05,-0.00387124012255562
"10","cg16162899",0.860203055714948,-0.000105805007665307,-0.00634830045991843
"11","cg17149495",0.576103645129426,-0.000248121769549683,-0.014887306172981
"12","cg22802167",0.979476522707478,1.80209282972876e-05,0.00108125569783726
"13","cg24669183",0.737740376326266,-8.59599232361446e-05,-0.00515759539416868
"14","cg17308840",0.752457151916043,-4.07120339442057e-05,-0.00244272203665234
"15","cg17866181",0.564157277252362,-0.000190109459816457,-0.0114065675889874
"16","cg08477687",0.958895380475359,3.09196011767941e-05,0.00185517607060765
"17","cg00645010",0.980913098798689,1.50954263141243e-05,0.000905725578847457
"18","cg15394630",0.981659826280911,1.21752396607341e-05,0.000730514379644048
"19","cg23917638",0.955215697502945,3.06677814793822e-05,0.00184006688876293
"20","cg18024856",0.99723687738178,-4.49008857619497e-06,-0.000269405314571698
"21","cg18761878",0.939656108523455,-2.32159950629172e-05,-0.00139295970377503
"22","cg27534567",0.979884766496197,2.47294963351824e-05,0.00148376978011095
"23","cg21996134",0.873009059340832,2.6601406275114e-05,0.00159608437650684
"24","cg07264491",0.953782945351607,-1.09513485348222e-05,-0.000657080912089334
"25","cg15560884",0.798634212397384,-3.18579128429252e-05,-0.00191147477057551
"26","cg10037654",0.97194773806074,-1.2164422208278e-05,-0.000729865332496678
"27","cg14057946",0.710951239005434,-4.73514730553104e-05,-0.00284108838331863
"28","cg11422233",0.801412316178927,-4.98524545516089e-05,-0.00299114727309654
"29","cg16047670",0.703839363675275,-0.000188659289734815,-0.0113195573840889
"30","cg18263059",0.741963334922506,-0.000206368700646264,-0.0123821220387758
"31","cg01014490",0.986332930816429,1.18487256934653e-05,0.000710923541607916
"32","cg04231937",0.870421506778194,-8.08059267414269e-05,-0.00484835560448562
"33","cg04496485",0.71368304965652,-9.02391798151442e-05,-0.00541435078890865
"34","cg17505339",0.941963011506873,-2.43754891802941e-05,-0.00146252935081764
"35","cg09989996",0.652754634594788,-3.59355996898054e-05,-0.00215613598138832
"36","cg11954957",0.985079514539127,8.67399603470931e-06,0.000520439762082559
"37","cg01068023",0.966418344091831,2.38219419514597e-05,0.00142931651708758
"38","cg08167039",0.997523987862793,1.56271692412925e-06,9.37630154477552e-05
"39","cg20677962",0.978595029590968,-1.04357318527836e-05,-0.000626143911167015
"40","cg06402284",0.97507400323854,-1.58270428360899e-05,-0.000949622570165397
"41","cg24699430",0.992395733391769,2.92868326963081e-06,0.000175720996177848
"42","cg01551879",0.989672699991777,-4.50457756970703e-06,-0.000270274654182422
"43","cg22394869",0.987878942734786,5.30517287543301e-06,0.00031831037252598
"44","cg02550592",0.987878942734786,1.06488487024693e-05,0.000638930922148161
"45","cg03213877",0.941958908804346,2.24068176946521e-05,0.00134440906167913
"46","cg23803172",0.820151063867036,3.32123289143035e-05,0.00199273973485821
"47","cg19411932",0.995878777003551,1.49958140330839e-06,8.99748841985032e-05
"48","cg20788133",0.97486480364743,-2.10663421695337e-05,-0.00126398053017202
"49","cg08939496",0.940699376119109,3.95241818664153e-05,0.00237145091198492
"50","cg16736630",0.729832927228013,-6.39651518700573e-05,-0.00383790911220344
"51","cg01793617",0.99723687738178,1.18856442264777e-06,7.13138653588659e-05
"52","cg09139287",0.734743989063727,0.000118851632609075,0.0071310979565445
"53","cg05662829",0.985079514539127,1.29108310422457e-05,0.000774649862534744
"54","cg22714517",0.920039215615592,3.81848250086786e-05,0.00229108950052072
"55","cg00168193",0.805685551214077,9.25082869316071e-05,0.00555049721589642
"56","cg14280098",0.955215697502945,2.26415906464902e-05,0.00135849543878941
"57","cg15903280",0.665566043783355,7.10215022181451e-05,0.00426129013308871
"58","cg04352959",0.957502489401676,1.74411644930831e-05,0.00104646986958499
"59","cg08258224",0.997818212998881,-1.06944114278814e-06,-6.41664685672884e-05
"60","cg12285627",0.796071749339773,-1.92253569954129e-05,-0.00115352141972478
"61","cg05898754",0.927355496738228,-1.94411657917335e-05,-0.00116646994750401
"62","cg03128332",0.75999347602153,-8.02575245181145e-05,-0.00481545147108687
"63","cg15994267",0.822365146898245,-2.75794535774855e-05,-0.00165476721464913
"64","cg16619049",0.682417186931689,0.000146924492802948,0.0088154695681769
"65","cg23100540",0.736585368099933,5.53170801717309e-05,0.00331902481030385
"66","cg20275697",0.57641262802484,-0.000181627354512409,-0.0108976412707445
"67","cg05475702",0.921274789315988,-2.02842240701458e-05,-0.00121705344420875
"68","cg18147296",0.729374638841048,7.87741518162783e-05,0.0047264491089767
"69","cg05597748",0.931446459188998,1.72982068304693e-05,0.00103789240982816
"70","cg00111697",0.918784001076603,2.92001224126978e-05,0.00175200734476186
"71","cg10988531",0.80495483359101,6.42804429345414e-05,0.00385682657607248
"72","cg24373735",0.999179761652442,9.06307422021769e-07,5.43784453213061e-05
"73","cg13938959",0.924195066580703,2.62768576028997e-05,0.00157661145617398
"74","cg12445832",0.983272528113483,-6.49323134158327e-06,-0.000389593880494996
"75","cg23999112",0.995634545863511,-2.27071503213819e-06,-0.000136242901928292
"76","cg11527153",0.83533110458591,5.61094533006562e-05,0.00336656719803937
"77","cg27573606",0.641382312514705,-7.25710129372908e-05,-0.00435426077623745
"78","cg04195702",0.990131924194765,7.57749031018405e-06,0.000454649418611043
"79","cg01062849",0.983792335987107,-1.07128713316548e-05,-0.00064277227989929
"80","cg08128007",0.965294445936835,3.25141012265063e-05,0.00195084607359038
"81","cg23733394",0.997523987862793,2.44608674485148e-06,0.000146765204691089
"82","cg13371836",0.980913098798689,6.66548552342346e-06,0.000399929131405408
"83","cg04407431",0.880920518856392,2.70676331646929e-05,0.00162405798988158
"84","cg13565718",0.867178235093973,5.51077847629203e-05,0.00330646708577522
"85","cg01097950",0.985477868246579,-5.07668783342051e-06,-0.000304601270005231
"86","cg08900511",0.807901064933555,5.7664747173633e-05,0.00345988483041798
"87","cg04410003",0.975247796727555,-2.61900275504467e-05,-0.0015714016530268
"88","cg18762746",0.77631042541732,-8.41676696285347e-05,-0.00505006017771208
"89","cg12726839",0.998685508924698,9.92671917613666e-07,5.956031505682e-05
"90","cg04364728",0.963706419352807,-9.88950156487886e-06,-0.000593370093892731
"91","cg05151709",0.796407571984723,-3.1166344719277e-05,-0.00186998068315662
"92","cg08546707",0.951872886465609,-1.99526823779135e-05,-0.00119716094267481
"93","cg06154531",0.830090067943174,-5.61216500964251e-05,-0.00336729900578551
"94","cg01782097",0.779521293954408,-2.23549056495117e-05,-0.0013412943389707
"95","cg20825023",0.741963334922506,-2.5094815267305e-05,-0.0015056889160383
"96","cg12549180",0.975247796727555,-3.86485697734231e-06,-0.000231891418640538
"97","cg11851804",0.985411455463601,-7.61558193346821e-06,-0.000456934916008092
"98","cg06623778",0.921783730342906,-2.75817347362205e-05,-0.00165490408417323
"99","cg14528386",0.926578757033552,-1.77707335817322e-05,-0.00106624401490393
"100","cg17436295",0.510594980493646,-4.7686470970768e-05,-0.00286118825824608
"101","cg18865112",0.659935019506587,0.000175720081582026,0.0105432048949215
"102","cg19642727",0.895243490554474,2.40532321773133e-05,0.0014431939306388
