"","TargetID","adjp","coef"
"1","cg13869341",0.998879934848137,-0.0975711606303325
"2","cg14008030",0.998879934848137,-0.0651225854213593
"3","cg12045430",0.998879934848137,0.362092993047236
"4","cg20826792",0.998879934848137,0.10095068336311
"5","cg00381604",0.998879934848137,0.2281196402236
"6","cg20253340",0.998879934848137,-0.510784759158396
"7","cg21870274",0.998879934848137,0.339287003591016
"8","cg03130891",0.998879934848137,0.187696669893213
"9","cg24335620",0.998879934848137,-0.21605565637877
"10","cg16162899",0.998879934848137,-0.203959241938681
"11","cg17149495",0.998879934848137,-0.512706247429894
"12","cg22802167",0.998879934848137,0.358971759237565
"13","cg24669183",0.998879934848137,-0.276580795953863
"14","cg17308840",0.998879934848137,0.0252938856118636
"15","cg17866181",0.998879934848137,0.124461824890114
"16","cg08477687",0.998879934848137,0.400270607094006
"17","cg00645010",0.998879934848137,0.291786617424637
"18","cg15394630",0.998879934848137,0.107875594818823
"19","cg23917638",0.998879934848137,0.29585753238173
"20","cg18024856",0.998879934848137,-0.0693538827108367
"21","cg18761878",0.998879934848137,0.188805890908104
"22","cg27534567",0.998879934848137,-0.463994139837116
"23","cg21996134",0.999479161709995,-0.00603339887706502
"24","cg07264491",0.998879934848137,-0.0797047207015016
"25","cg15560884",0.998879934848137,0.0398706492943038
"26","cg10037654",0.998879934848137,0.0807245577130392
"27","cg14057946",0.998879934848137,0.089491152816107
"28","cg11422233",0.998879934848137,-0.0284855451078502
"29","cg16047670",0.998879934848137,-0.22924811307496
"30","cg18263059",0.998879934848137,-0.227398199251447
"31","cg01014490",0.998879934848137,-0.199229125119443
"32","cg04231937",0.998879934848137,0.0491421339654756
"33","cg04496485",0.998879934848137,0.0948352048534417
"34","cg17505339",0.998879934848137,-0.190585531862678
"35","cg09989996",0.998879934848137,-0.0600512366474428
"36","cg11954957",0.998879934848137,-0.0442436551608766
"37","cg01068023",0.998879934848137,-0.391628621507412
"38","cg08167039",0.998879934848137,0.220134852006996
"39","cg20677962",0.998879934848137,-0.279764149691836
"40","cg06402284",0.998879934848137,0.423912739426303
"41","cg24699430",0.998879934848137,-0.0169790548752441
"42","cg01551879",0.998879934848137,-0.0989677666146169
"43","cg22394869",0.99922351444386,-0.00893684512997921
"44","cg02550592",0.998879934848137,0.243404025543507
"45","cg03213877",0.998879934848137,-0.0553338112214528
"46","cg23803172",0.998879934848137,-0.0516302011083462
"47","cg19411932",0.998879934848137,-0.132127732761974
"48","cg20788133",0.998879934848137,-0.248463178841512
"49","cg08939496",0.998879934848137,0.0395477755221983
"50","cg16736630",0.998879934848137,-0.0603261403486221
